biology.fossil_site.specimens_found_here	"Specimens found here"
biology.fossil_specimen.dates_from	"Dates from"
biology.fossil_specimen.found_at_site	"Found at site"
biology.fossil_specimen.organism	"Organism"
biology.gene.alternate_symbol	"Alternate Symbol"
biology.gene.chromosome	"Chromosome"
biology.gene.genome	"Genome"
biology.gene.locus	"Locus"
biology.gene.membership	"Membership"
biology.gene.ncbi_id	"NCBI ID"
biology.gene.symbol	"Symbol"
biology.gene_group.gene	"Gene"
biology.gene_group_membership.evidence	"Evidence"
biology.gene_group_membership.gene	"Gene"
biology.gene_group_membership.group	"Group"
biology.gene_group_membership_evidence.membership	"Membership"
biology.gene_ontology_data_source.group	"Group"
biology.gene_ontology_data_source.source_md5	"Source MD5"
biology.gene_ontology_data_source.source_mtime	"Source Mtime"
biology.gene_ontology_data_source.source_path	"Source Path"
biology.gene_ontology_data_source.source_type	"Source Type"
biology.gene_ontology_group.aggregate_group	"Aggregate Group"
biology.gene_ontology_group.broader_group	"Broader Group"
biology.gene_ontology_group.broader_term	"Broader Term"
biology.gene_ontology_group.data_source	"Data Source"
biology.gene_ontology_group.description	"Description"
biology.gene_ontology_group.group_type	"Group Type"
biology.gene_ontology_group.identifier	"Identifier"
biology.gene_ontology_group.narrower_group	"Narrower Group"
biology.gene_ontology_group.narrower_term	"Narrower Term"
biology.gene_ontology_group.part_group	"Part Group"
biology.gene_ontology_group.related_term	"Related Term"
biology.gene_ontology_group.synonym_term	"Synonym Term"
biology.gene_ontology_group_membership_evidence.evidence_type	"Evidence Type"
biology.gene_ontology_group_membership_evidence.pubmed_id	"Pubmed ID"
biology.gene_ontology_group_membership_evidence.pubmed_link	"Pubmed Link"
biology.gene_ontology_group_type.group	"Group"
biology.genome.build	"Build"
biology.genome.chromosome	"Chromosome"
biology.genome.gene	"Gene"
biology.genome.taxon	"Taxon"
biology.genome_build.curator	"Curator"
biology.genome_build.release_date	"Release Date"
biology.genome_build.version	"Version"
biology.genome_curator.build	"Build"
biology.genomic_locus.annotation	"Annotation"
biology.genomic_locus.band	"Band"
biology.genomic_locus.build	"Build"
biology.genomic_locus.chromosome	"Chromosome"
biology.genomic_locus.end_base	"End Base"
biology.genomic_locus.start_base	"Start Base"
biology.genomic_locus.strand	"Strand"
biology.hybrid.parent_classifications	"Parent classifications"
biology.hybrid_parent_classification.hybrids	"Hybrids"
biology.hybrid_parent_gender.hybrids	"Hybrids"
biology.hybrid_parentage.hybrid	"Hybrid"
biology.hybrid_parentage.parent	"Parent"
biology.hybrid_parentage.parent_sex	"Parent sex"
biology.informal_biological_grouping.included_classifications	"Included classifications"
biology.organism.children	"Children"
biology.organism.date_of_birth	"Date of Birth"
biology.organism.height_meters	"Height"
biology.organism.organism_type	"Organism type"
biology.organism.parents	"Parents"
biology.organism.place_of_birth	"Place of Birth"
biology.organism.sex	"Sex"
biology.organism.weight_kg	"Weight"
biology.organism_classification.child_classifications	"Child Classifications"
biology.organism_classification.earliest_fossil_record	"Earliest fossil record"
biology.organism_classification.fossil_specimens	"Fossil specimens"
biology.organism_classification.higher_classification	"Higher classification"
biology.organism_classification.itis_tsn	"ITIS Taxon S/N"
biology.organism_classification.latest_fossil_record	"Latest fossil record"
biology.organism_classification.lower_classifications	"Lower classifications"
biology.organism_classification.ncbi_taxon_id	"NCBI Taxon ID"
biology.organism_classification.organisms_of_this_type	"Organisms of this type"
biology.organism_classification.parent_classifications	"Parent Classifications"
biology.organism_classification.rank	"Rank"
biology.organism_classification.scientific_name	"Scientific name"
biology.organism_classification.synonym_scientific_name	"Synonym scientific name"
biology.organism_classification_placement.higher_classification	"Higher Classification"
biology.organism_classification_placement.lower_classification	"Lower Classification"
biology.organism_classification_placement.rank	"Rank"
biology.organism_classification_placement.taxonomic_authority	"Taxonomic Authority"
biology.organism_classification_rank.higher_rank	"Higher rank"
biology.organism_classification_rank.lower_rank	"Lower rank"
biology.organism_classification_rank.major_rank	"Major Rank"
biology.organism_classification_rank.organism_classifications	"Classifications at this rank"
biology.organism_classification_rank.scientific_name	"Scientific name"
biology.organism_part.from_organism	"From organism"
biology.owned_animal.owners	"Owners"
biology.pedigreed_animal.breed	"Breed"
biology.plant_disease.plant_disease_triangle	"Plant Disease Triangle"
biology.plant_disease_cause.plant_disease_triangle	"Plant Disease Triangle"
biology.plant_disease_conditions.plant_disease_triangle	"Plant Disease Triangle"
biology.plant_disease_documentation.plant_disease_documentation	"Plant disease documentation"
biology.plant_disease_host.disease_s	"Disease(s)"
biology.plant_disease_triangle.host	"Host"
biology.plant_disease_triangle.plant_disease	"Plant disease"
biology.plant_disease_triangle.plant_disease_cause	"Plant Disease Cause"
biology.plant_disease_triangle.plant_disease_conditions	"Plant Disease Conditions"
biology.plant_disease_triangle.source_s	"Source(s)"
biology.protein.entrez_gene_id	"Entrez gene id"
biology.protein.mmdb_id	"MMDB id"
biology.protein.pdb_id	"PDB id"
biology.source_organism.usable_parts	"Usable parts"
biology.taxon_with_sequenced_genome.genome	"Genome"
biology.taxonomic_authority.taxonomic_placement	"Taxonomic Placement"
boats.boat_disposition.date	"Date"
boats.boat_disposition.fate	"Fate"
boats.boat_disposition.location	"Location"
boats.engine.cylinders	"Cylinders"
boats.engine.displacement_cc	"Displacement (cc)"
boats.engine.fuel	"Fuel"
boats.engine.manufacturer	"Manufacturer"
boats.engine.power_kw	"Power (kw)"
boats.engine.torque_nm	"Torque (nm)"
boats.nuclear_powerplant.manufacturer	"Manufacturer"
boats.nuclear_powerplant.power_kw	"Power (kw)"
boats.ship.beam	"Beam"
boats.ship.designer	"Designer"
boats.ship.displacement	"Displacement"
boats.ship.draught	"Draught"
boats.ship.hull_material	"Hull material"
boats.ship.imo_lr_identification_number	"IMO / LR identification number"
boats.ship.keel_laid	"Keel laid"
boats.ship.launched	"Launched"
boats.ship.length_at_waterline	"Length at waterline"
boats.ship.length_overall	"Length overall"
boats.ship.means_of_propulsion	"Means of propulsion"
boats.ship.owners	"Owners"
boats.ship.place_built	"Place built"
boats.ship.ship_builder	"Ship builder"
boats.ship.ship_class	"Ship Class"
boats.ship_builder.ships_built	"Ships built"
boats.ship_class.armament	"Armament"
boats.ship_class.beam_meters	"Beam"
boats.ship_class.cruise_speed_knots	"Cruise speed"
boats.ship_class.date_designed	"Date designed"
boats.ship_class.designer	"Designer"
boats.ship_class.displacement_tons	"Displacement"
boats.ship_class.draft_meters	"Draft"
boats.ship_class.endurance_days	"Endurance"
boats.ship_class.length_at_waterline_meters	"Length at waterline"
boats.ship_class.length_overall_m	"Length overall"
boats.ship_class.max_speed_knots	"Max speed"
boats.ship_class.powerplant	"Powerplant"
boats.ship_class.ship_type	"Ship type (ex: oil tanker, destroyer)"
boats.ship_class.ships_in_class	"Ships in class"
boats.ship_designer.boats_designed	"Boats Designed"
boats.ship_designer.ship_classes_designed	"Ship classes designed"
boats.ship_owner.ships_owned	"Ships owned"
boats.ship_ownership.from_date	"From date"
boats.ship_ownership.owner	"Owner"
boats.ship_ownership.ship	"Ship"
boats.ship_ownership.to_date	"To date"
boats.ship_powerplant.engine_type	"Engine (if Diesel)"
boats.ship_powerplant.motor_if_electric	"Motor (if Electric)"
boats.ship_powerplant.reactor_if_nuclear	"Reactor (if Nuclear)"
boats.ship_powerplant_system.number	"Number"
boats.ship_powerplant_system.powerplant	"Powerplant"
boats.ship_powerplant_system.ship_classes_powered	"Ship classes powered"
boats.ship_type.ship_class	"Ship class"
boats.warship_armament.armament	"Armament"
boats.warship_armament.number	"Number"
boats.warship_service_period.end_date	"End Date"
boats.warship_service_period.start_date	"Start Date"
book.audio_book_reader.audio_books_read	"Audio books read"
book.author.book_editions_edited	"Book editions edited"
book.author.book_editions_published	"Book editions published"
book.author.contributing_author_to	"Contributing author to"
book.author.openlibrary_id	"Open Library ID"
book.author.school_or_movement	"School or Movement"
book.author.series_written_or_contributed_to	"Series Written (or Contributed To)"
book.author.works_edited	"Works edited"
book.author.works_written	"Works written"
book.book.characters	"Characters"
book.book.editions	"Editions"
book.book.first_edition	"First edition"
book.book.genre	"Genre"
book.book.interior_illustrations_by	"Interior illustrations by"
book.book_character.appears_in_book	"Appears In Books"
book.book_character.appears_in_stories	"Appears In Stories"
book.book_edition.ISBN	"ISBN (Old Property)"
book.book_edition.LCCN	"LCCN"
book.book_edition.OCLC_number	"OCLC number"
book.book_edition.author_editor	"Author/editor"
book.book_edition.binding	"Binding/format"
book.book_edition.book	"Edition Of"
book.book_edition.book_edition_series	"Book edition series"
book.book_edition.contributing_authors	"Contributing authors"
book.book_edition.cover_artist	"Cover artist"
book.book_edition.cover_price	"Cover price"
book.book_edition.credited_to	"Credited to"
book.book_edition.dewey_decimal_number	"Dewey decimal number"
book.book_edition.editor_of_this_edition	"Editor of this edition"
book.book_edition.height	"Height"
book.book_edition.interior_illustrations_by	"Interior illustrations by"
book.book_edition.isbn	"ISBN"
book.book_edition.isfdb_id	"ISFDB ID"
book.book_edition.language	"Language"
book.book_edition.lcc	"LCC"
book.book_edition.number_of_pages	"Number of pages"
book.book_edition.openlibrary_id	"OpenLibrary ID"
book.book_edition.place_of_publication	"Place of publication"
book.book_edition.publication_date	"Publication date"
book.book_edition.publisher	"Publisher"
book.book_edition.reader	"Reader (audio book)"
book.book_edition_series.editions_in_this_series	"Editions in this series"
book.book_edition_series.part_of_series	"Part of series"
book.book_edition_series.series_editor	"Series editor"
book.book_edition_series.sub_series	"Sub-series"
book.book_subject.musical_compositions_about_this_topic	"Musical compositions about this topic"
book.book_subject.works	"Works Written About This Topic"
book.cited_work.cited_in	"Cited in"
book.contents.credited_to	"Credited to"
book.contents.page_number	"Page Number"
book.contents.publication	"Publication"
book.contents.work	"Work"
book.editor_title.editors	"Editors"
book.editorial_tenure.editor	"Editor"
book.editorial_tenure.from	"From"
book.editorial_tenure.periodical	"Periodical"
book.editorial_tenure.title	"Title"
book.editorial_tenure.to	"To"
book.excerpt.work_excerpted	"Work Excerpted"
book.excerpted_work.excerpts	"Excerpts"
book.illustrator.book_edition_covers	"Book edition covers"
book.illustrator.book_editions_illustrated	"Book editions illustrated"
book.illustrator.books_illustrated	"Books illustrated"
book.illustrator.magazine_covers	"Magazine covers"
book.illustrator.magazine_issues_illustrated	"Magazine issues illustrated"
book.interview.date_of_interview	"Date of interview"
book.interview.interviewee	"Interviewee"
book.interview.interviewer	"Interviewer"
book.interviewee.interviews_given	"Interviews Given"
book.interviewer.interviews_conducted	"Interviews Conducted"
book.isbn.book_editions	"Book Editions"
book.isbn.isbn	"ISBN"
book.journal.articles	"Articles"
book.journal.discipline	"Discipline"
book.journal.individual_price	"Individual price"
book.journal.institutional_price	"Institutional price"
book.journal.place_of_publication	"Place of publication"
book.journal_article.journal_publication	"Journal publication"
book.journal_publication.article	"Article"
book.journal_publication.issue_date	"Issue date"
book.journal_publication.issue_date_extra	"Issue date extra"
book.journal_publication.issue_number	"Issue number"
book.journal_publication.journal	"Journal"
book.journal_publication.pages	"Pages"
book.journal_publication.volume	"Volume"
book.literary_series.author_s	"Author(s)"
book.literary_series.fictional_universe	"Fictional universe"
book.literary_series.isfdb_id	"ISFDB ID"
book.literary_series.part_of_series	"Part of Series"
book.literary_series.sub_series	"Sub-series"
book.literary_series.works_in_this_series	"Works in this series"
book.magazine.circulation	"Circulation"
book.magazine.genre	"Genre"
book.magazine.issues	"Issues"
book.magazine.place_of_publication	"Place of publication"
book.magazine_genre.magazines_in_this_genre	"Magazines in this genre"
book.magazine_issue.cover_artist	"Cover artist"
book.magazine_issue.cover_price	"Cover Price"
book.magazine_issue.interior_illustrations_by	"Interior illustrations by"
book.magazine_issue.magazine	"Magazine"
book.magazine_issue.publication_date	"Publication info"
book.newspaper.circulation	"Circulation"
book.newspaper.circulation_areas	"Circulation Areas"
book.newspaper.headquarters	"Headquarters"
book.newspaper.issues	"Issues"
book.newspaper.owner	"Owner"
book.newspaper.price	"Price"
book.newspaper_circulation.circulation	"Circulation"
book.newspaper_circulation.date	"Date"
book.newspaper_circulation.edition	"Edition"
book.newspaper_issue.cover_price	"Cover Price"
book.newspaper_issue.newspaper	"Newspaper"
book.newspaper_issue.publication_date	"Publication info"
book.newspaper_owner.newspapers_owned	"Newspapers Owned"
book.newspaper_price.amount	"Amount"
book.newspaper_price.currency	"Currency"
book.newspaper_price.edition	"Edition"
book.pagination.front_matter	"Front matter"
book.pagination.numbered_pages	"Numbered pages"
book.periodical.ISSN	"ISSN (print)"
book.periodical.editorial_staff	"Editorial staff"
book.periodical.eissn	"ISSN (electronic)"
book.periodical.final_issue_date	"Final issue date"
book.periodical.first_issue_date	"First issue date"
book.periodical.format	"Format"
book.periodical.frequency_or_issues_per_year	"Frequency or Issues per Year"
book.periodical.language	"Language"
book.periodical.publisher	"Publisher"
book.periodical.subjects	"Subjects"
book.periodical_editor.periodicals_edited	"Periodicals edited"
book.periodical_format.periodicals_in_this_format	"Periodicals in this format"
book.periodical_format_period.format	"Format"
book.periodical_format_period.from	"From"
book.periodical_format_period.periodical	"Periodical"
book.periodical_format_period.to	"To"
book.periodical_frequency.frequency	"Frequency"
book.periodical_frequency.from	"From"
book.periodical_frequency.issues_per_year	"Issues Per Year"
book.periodical_frequency.to	"To"
book.periodical_publication_date.additional_date_info	"Additional date info"
book.periodical_publication_date.date	"Date"
book.periodical_publication_date.issue_number	"Issue Number"
book.periodical_publication_date.volume	"Volume"
book.periodical_publisher.periodicals_published	"Periodicals Published"
book.periodical_publisher_period.from	"From"
book.periodical_publisher_period.periodical	"Periodical"
book.periodical_publisher_period.publisher	"Publisher"
book.periodical_publisher_period.to	"To"
book.periodical_subject.periodicals	"Periodicals"
book.place_of_publication_period.from	"From"
book.place_of_publication_period.place_of_publication	"Place of Publication"
book.place_of_publication_period.to	"To"
book.poem.characters	"Characters"
book.poem.meter	"Meter"
book.poem.verse_form	"Verse Form"
book.poem_character.appears_in_poems	"Appears in poems"
book.poetic_meter.poems_with_this_meter	"Poems With This Meter"
book.poetic_verse_form.poems_of_this_form	"Poems Of This Form"
book.publication.contents	"Contents"
book.published_work.published_in_published_as	"Published In"
book.publisher_imprint_tenure.from	"From"
book.publisher_imprint_tenure.imprints	"Imprints"
book.publisher_imprint_tenure.publisher	"Publisher"
book.publisher_imprint_tenure.to	"To"
book.publishing_company.books_published	"Book editions published"
book.publishing_company.imprint	"Imprints"
book.publishing_company.imprint_of	"Imprint of"
book.publishing_company.imprints	"Imprints"
book.publishing_company.isfdb_id	"ISFDB ID"
book.publishing_company.publisher	"Publisher"
book.report_issuing_institution.technical_reports_issued	"Technical reports issued"
book.review.work_reviewed	"Work Reviewed"
book.reviewed_work.reviews_of_this_work	"Reviews Of This Work"
book.scholarly_financial_support.funding_identifier	"Funding identifier"
book.scholarly_financial_support.support_provider	"Support provider"
book.scholarly_work.acknowledged_people	"Acknowledged people"
book.scholarly_work.arxiv_id	"arXiv ID"
book.scholarly_work.doi	"DOI"
book.scholarly_work.financial_support_provided_by	"Financial support provided by"
book.scholarly_work.keyword	"Keyword"
book.scholarly_work.works_cited	"Works cited"
book.school_or_movement.associated_authors	"Associated Authors"
book.school_or_movement.associated_period	"Associated Period"
book.school_or_movement.associated_works	"Associated Works"
book.serial_installment.installment_number	"Installment Number"
book.serial_installment.serialized_work	"Serialized Work"
book.serialized_work.serial_installments	"Serial Installments"
book.series_editor.book_edition_series_edited	"Book edition series edited"
book.short_non_fiction.mode_of_writing	"Mode Of Writing"
book.short_non_fiction_variety.works	"Works of short non-fiction"
book.short_story.characters	"Characters"
book.short_story.genre	"Genre"
book.technical_report.institution	"Institution"
book.technical_report.institution_reference	"Institution reference"
book.technical_report.number_in_series	"Number in series"
book.technical_report.number_of_pages	"Number of pages"
book.technical_report.place_of_publication	"Place of publication"
book.translated_work.translations	"Translations"
book.translation.date_of_translation	"Date of Translation"
book.translation.language	"Target language"
book.translation.translation_of	"Translation Of"
book.translation.translator	"Translator"
book.translator.works_translated	"Works Translated"
book.written_work.author	"Author"
book.written_work.copyright_date	"Copyright date"
book.written_work.date_of_first_publication	"Date of first publication"
book.written_work.date_written	"Date written"
book.written_work.editor	"Editor"
book.written_work.isfdb_id	"ISFDB ID"
book.written_work.next_in_series	"Next in series"
book.written_work.online_versions	"Online versions"
book.written_work.original_language	"Original language"
book.written_work.part_of_series	"Part of series"
book.written_work.previous_in_series	"Previous in series"
book.written_work.school_or_movement	"School or Movement"
book.written_work.subjects	"Subjects"
book.written_work.translations	"Translations"
boxing.boxing_decision.matches_ended_with_this_decision	"Matches ended with this decision"
boxing.boxing_match.decision	"Decision"
boxing.boxing_match.fighters	"Fighters"
boxing.boxing_match.planned_number_of_rounds	"Planned number of rounds"
boxing.boxing_match.round_match_ended	"Round match ended"
boxing.boxing_match.titles_at_stake	"Titles at stake"
boxing.boxing_match.weight_class	"Weight class"
boxing.boxing_sanctioning_body.titles	"Titles"
boxing.boxing_title.champions	"Champions"
boxing.boxing_title.matches_with_this_title_at_stake	"Matches with this title at stake"
boxing.boxing_title.organization	"Organization"
boxing.boxing_title_tenure.champion	"Champion"
boxing.boxing_title_tenure.defenses	"Defenses"
boxing.boxing_title_tenure.from	"From"
boxing.boxing_title_tenure.notes	"Notes"
boxing.boxing_title_tenure.title	"Title"
boxing.boxing_title_tenure.to	"To"
boxing.boxing_title_tenure.weight	"Weight class"
boxing.match_boxer_relationship.boxer	"Boxer"
boxing.match_boxer_relationship.match	"Match"
boxing.match_boxer_relationship.points	"Points"
boxing.match_boxer_relationship.winner_won	"Winner/Won?"
broadcast.advisory.content	"Content"
broadcast.am_terrestrial_broadcast_facility.frequency	"Frequency"
broadcast.artist.content	"Content"
broadcast.broadcast.area_served	"Area Served"
broadcast.broadcast.content	"Content"
broadcast.broadcast.distributor	"Distributor"
broadcast.cable_satellite_availability.channel	"Channel"
broadcast.cable_satellite_availability.provider	"Provider"
broadcast.callsign_duration.callsign	"Former callsign"
broadcast.callsign_duration.from_date	"From"
broadcast.callsign_duration.to_date	"To"
broadcast.content.advisory	"Advisory"
broadcast.content.artist	"Artists"
broadcast.content.broadcast	"Broadcasts"
broadcast.content.genre	"Genres"
broadcast.content.language	"Language"
broadcast.content.location	"Location"
broadcast.content.producer	"Producer"
broadcast.content.production_end	"Production End"
broadcast.content.production_start	"Production Start"
broadcast.content.summary	"Summary"
broadcast.distributor.distributes	"Distributes"
broadcast.fm_terrestrial_broadcast_facility.frequency	"Frequency"
broadcast.genre.content	"Content"
broadcast.internet_stream.playlist_format	"Playlist Format"
broadcast.internet_stream.stream_bitrate	"Stream Bitrate"
broadcast.internet_stream.stream_format	"Stream Format"
broadcast.internet_stream.uri	"URI"
broadcast.podcast_feed.average_media_length	"Average Media Length"
broadcast.podcast_feed.date_published	"Date Published"
broadcast.podcast_feed.media_format	"Media Format"
broadcast.podcast_feed.number_of_items	"Number Of Items"
broadcast.podcast_feed.publication_frequency	"Publication Frequency"
broadcast.podcast_feed.uri	"URI"
broadcast.producer.location	"Location"
broadcast.producer.produces	"Produces"
broadcast.radio_affiliation_duration.from_date	"From"
broadcast.radio_affiliation_duration.network	"Network"
broadcast.radio_affiliation_duration.station	"Station"
broadcast.radio_affiliation_duration.to_date	"To"
broadcast.radio_format.stations	"Stations"
broadcast.radio_network.affiliates	"Affiliates"
broadcast.radio_station.affiliations	"Affiliations"
broadcast.radio_station.branding	"Branding"
broadcast.radio_station.callsign_meaning	"Callsign meaning"
broadcast.radio_station.format	"Format"
broadcast.radio_station.former_callsign	"Former callsigns"
broadcast.radio_station.founded	"Founded"
broadcast.radio_station.owner	"Owner"
broadcast.radio_station.serves_area	"Serves area"
broadcast.radio_station.slogan	"Slogan"
broadcast.radio_station_owner.radio_stations	"Radio stations owned"
broadcast.tv_affiliation_duration.from_date	"From"
broadcast.tv_affiliation_duration.network	"Network"
broadcast.tv_affiliation_duration.station	"Station"
broadcast.tv_affiliation_duration.to_date	"To"
broadcast.tv_channel.cable_availability	"Cable availability"
broadcast.tv_channel.from	"From"
broadcast.tv_channel.language	"Language"
broadcast.tv_channel.network	"Network"
broadcast.tv_channel.satellite_availability	"Satellite availability"
broadcast.tv_channel.to	"To"
broadcast.tv_station.affiliations	"Affiliations"
broadcast.tv_station.branding	"Branding"
broadcast.tv_station.callsign_meaning	"Callsign meaning"
broadcast.tv_station.facility_id	"Facility ID"
broadcast.tv_station.former_callsign	"Former callsigns"
broadcast.tv_station.founded	"Founded"
broadcast.tv_station.owner	"Owner"
broadcast.tv_station.slogan	"Slogan"
broadcast.tv_station_owner.tv_stations	"TV stations owned"
business.acquisition.acquiring_company	"Acquiring organization"
business.acquisition.company_acquired	"Organization acquired"
business.acquisition.date	"Date"
business.acquisition.divisions_formed	"Divisions formed"
business.advertising_slogan.brand	"Brand"
business.asset.owners	"Owner(s)"
business.asset_owner.assets_owned	"Assets owned"
business.asset_ownership.from	"From"
business.asset_ownership.owned_asset	"Owned Asset"
business.asset_ownership.owner	"Owner"
business.asset_ownership.percentage_ownership	"Percentage ownership"
business.asset_ownership.to	"To"
business.board_member.leader_of	"Leader of"
business.board_member.organization_board_memberships	"Governance of"
business.brand.colors	"Colors"
business.brand.includes_brands	"Includes brands"
business.brand.owner_s	"Owner(s)"
business.brand.parent_brand	"Parent brand"
business.brand.product_lines	"Product lines"
business.brand.products	"Products"
business.brand.slogans	"Slogans"
business.brand_colors.brand	"Brand"
business.brand_colors.colors	"Colors"
business.brand_colors.from_date	"From date"
business.brand_colors.to_date	"To date"
business.brand_slogan.brand	"Brand"
business.brand_slogan.from_date	"From date"
business.brand_slogan.slogan	"Slogan"
business.brand_slogan.to_date	"To date"
business.business_location.address	"Address"
business.business_location.closing_date	"Closing date"
business.business_location.hours	"Hours"
business.business_location.in_shopping_center	"In shopping center"
business.business_location.opening_date	"Opening Date"
business.business_location.parent_company	"Parent organization"
business.business_location.phone_number	"Phone Number"
business.business_location.reviews	"Reviews"
business.business_operation.assets	"Total Assets"
business.business_operation.cash	"Cash"
business.business_operation.competitive_space	"Competitive space"
business.business_operation.current_assets	"Current Assets"
business.business_operation.current_liabilities	"Current Liabilities"
business.business_operation.industry	"Industry"
business.business_operation.liabilities	"Total Liabilities"
business.business_operation.major_customer	"Major customer"
business.business_operation.market_capitalization	"Market capitalization"
business.business_operation.net_profit	"Net profit"
business.business_operation.operating_income	"Operating Income"
business.business_operation.retained_earnings	"Retained Earnings"
business.business_operation.revenue	"Revenue"
business.business_operation.total_annual_expenses	"Total annual expenses"
business.company_advisor.companies_advised	"Organizations advised"
business.company_brand_relationship.brand	"Brand"
business.company_brand_relationship.company	"Company"
business.company_brand_relationship.from_date	"From date"
business.company_brand_relationship.to_date	"To date"
business.company_name_change.company	"Company"
business.company_name_change.end_date	"End date"
business.company_name_change.new_name	"Previous name"
business.company_name_change.start_date	"Start date"
business.company_product_line_relationship.company	"Company"
business.company_product_line_relationship.from_date	"From date"
business.company_product_line_relationship.product_line	"Product line"
business.company_product_line_relationship.to_date	"To date"
business.company_product_relationship.company	"Company"
business.company_product_relationship.consumer_product	"Consumer product"
business.company_product_relationship.from_date	"From date"
business.company_product_relationship.to_date	"To date"
business.company_termination_type.companies	"Companies"
business.company_type.companies_of_this_type	"Organizations"
business.competitive_space.company	"Companies"
business.competitive_space.market_share	"Market share"
business.competitive_space.market_size	"Market size"
business.competitive_space.related_industries	"Related Industries"
business.competitive_space_mediator.brand	"Brand"
business.competitive_space_mediator.company	"Company"
business.competitive_space_mediator.portion	"Portion"
business.competitive_space_mediator.space	"Space"
business.consumer_company.brands	"Brands"
business.consumer_company.product_lines	"Product lines"
business.consumer_company.products	"Products"
business.consumer_product.asin	"Amazon.com ASIN"
business.consumer_product.brand	"Brand"
business.consumer_product.category	"Category"
business.consumer_product.company	"Made by company"
business.consumer_product.external_reviews	"External reviews"
business.consumer_product.gtin	"GTIN"
business.consumer_product.msrp	"MSRP"
business.consumer_product.official_webpage	"Official webpage"
business.consumer_product.product_line	"Product line"
business.consumer_product.product_number	"Product number"
business.consumer_product.purchase_links	"Purchase links"
business.consumer_product.themes	"Themes"
business.currency_sub_unit.currency	"Currency"
business.currency_sub_unit.date_introduced	"Date introduced"
business.currency_sub_unit.date_revoked	"Date revoked"
business.currency_sub_unit.quantity	"Quantity"
business.customer.supplier	"Supplier"
business.defunct_company.ceased_operations	"Ceased Operations"
business.defunct_company.reason_for_ceasing_operations	"Reason for ceasing operations"
business.employer.employees	"Employees and other personnel"
business.employer.number_of_employees	"Number of employees"
business.employment_tenure.company	"Employer"
business.employment_tenure.from	"From"
business.employment_tenure.person	"Person"
business.employment_tenure.title	"Title"
business.employment_tenure.to	"To"
business.endorsed_product.endorsements	"Endorsements"
business.holding.amount	"Amount"
business.holding.as_of_date	"As of Date"
business.holding.currency	"Currency"
business.holding.holder	"Holder"
business.holding.issue	"Issue"
business.holding.units	"Units"
business.industry.child_industry	"Child Industry"
business.industry.companies	"Organizations in this industry"
business.industry.naics_2007	"NAICS 2007 code"
business.industry.parent_industry	"Parent Industry"
business.industry.trade_unions	"Trade unions"
business.issue.cancellation_date	"Cancellation date"
business.issue.first_issued	"First issued"
business.issue.holders	"Holders"
business.issue.issuer	"Issuer"
business.issue.market_capitalization	"Market capitalization"
business.issue.shares_floating	"Shares floating"
business.issue.shares_outstanding	"Shares outstanding"
business.issue.trading_symbol	"Trading symbol"
business.issue.type_of_issue	"Type of Issue"
business.issue_type.issues_of_this_type	"Issues of this type"
business.issuer.issue	"Issue"
business.job_title.people_with_this_title	"People With This Title"
business.market_share.company	"Company"
business.market_share.date	"Date"
business.market_share.percentage	"Percentage"
business.market_share.region	"Region"
business.market_share.space	"Space"
business.market_size.amount	"Amount"
business.market_size.currency	"Currency"
business.market_size.region	"Region"
business.market_size.valid_date	"Valid date"
business.oil_field.annual_production	"Annual Production (million barrels)"
business.oil_field.cumulative_production	"Cumulative production (million barrels)"
business.oil_field.estimated_reserves	"Estimated reserves (milliion barrels)"
business.oil_field.producing_wells	"Producing Wells"
business.oil_field.year_discovered	"Year discovered"
business.open_times.hour_end	"Hour (end)"
business.open_times.hour_start	"Hour (start)"
business.open_times.time_zone	"Time zone"
business.open_times.weekday_end	"Weekday (end)"
business.open_times.weekday_start	"Weekday (start)"
business.product_category.product_lines	"Product lines"
business.product_category.products	"Products"
business.product_endorsee.endorsements	"Endorsements"
business.product_endorsement.endorsee	"Endorsee"
business.product_endorsement.endorser	"Endorser"
business.product_endorsement.from	"From"
business.product_endorsement.product	"Product"
business.product_endorsement.to	"To"
business.product_endorser.products_endorsed	"Products Endorsed"
business.product_ingredient.derivatives	"Derivatives"
business.product_ingredient.derived_from	"Derived from"
business.product_ingredient.generalization_of	"Generalization of"
business.product_ingredient.ingredients	"Ingredients"
business.product_ingredient.used_in_other_ingredients	"Used in other ingredients"
business.product_ingredient.used_in_products	"Used in products"
business.product_ingredient.variety_of	"Variety of"
business.product_line.brand	"Brand"
business.product_line.category	"Category"
business.product_line.includes_product_lines	"Includes product lines"
business.product_line.introduced	"Introduced"
business.product_line.parent_product_line	"Parent product line"
business.product_line.predecessor_product_line	"Predecessor product line"
business.product_line.producer_s	"Producer(s)"
business.product_line.products	"Products"
business.product_line.successor_product_line	"Successor product line"
business.product_line.themes	"Themes"
business.product_theme.product_lines	"Product lines"
business.product_theme.products	"Products"
business.product_with_ingredients.ingredients	"Ingredients"
business.shareholder.holding	"Holding"
business.shopping_center.address	"Address"
business.shopping_center.mall_id	"Mall ID"
business.shopping_center.number_of_anchors	"Number of anchors"
business.shopping_center.number_of_stores	"Number of stores"
business.shopping_center.owner	"Owner"
business.shopping_center.retail_floor_space_m_2	"Retail floor space"
business.shopping_center.store	"Stores"
business.shopping_center_owner.shopping_centers_owned	"Shopping centers owned"
business.sponsor.sponsorship	"Sponsorship"
